gene,one,two
cobQ,1,1
group_11575,1,1
livJ,1,1
glmM_1,1,1
gltK,1,1
rluE,1,1
yedW,1,1
group_11581,1,1
ulaC_2,1,1
luxS,1,1
pabB,1,1
group_11585,1,1
yicI_1,1,1
group_11587,1,1
group_11588,1,1
yfdC,1,1
mazG,1,1
amiB,1,1
tsgA,1,1
dapD,1,1
yegS,1,1
hisC,1,1
tehB,1,1
group_11597,1,1
arcC2,1,1
sgrR_1,1,1
yfbR,1,1
yecM,1,1
group_11602,1,1
gmr_1,1,1
ybbH_3,1,1
degP,1,1
arcA_2,1,1
yhhJ,1,1
group_11608,1,1
group_11609,1,1
ybeD,1,1
hiuH,1,1
elfA,1,1
dpiB,1,1
astB,1,1
fepG,1,1
tyrB,1,1
hemE,1,1
group_11618,1,1
group_11619,1,1
group_11620,1,1
sapB_1,1,1
group_11622,1,1
yhjH,1,1
fkpA,1,1
dsbG,1,1
group_11626,1,1
mcbR,1,1
zapB,1,1
ycaC_2,1,1
rof,1,1
group_11631,1,1
group_11632,1,1
group_11633,1,1
dsbB_2,1,1
group_11635,1,1
group_11636,1,1
tabA_2,1,1
group_11638,1,1
cspD,1,1
rlpA,1,1
phrB,1,1
araD,1,1
group_11643,1,1
ampH,1,1
group_11645,1,1
ihfA,1,1
group_11647,1,1
trmL,1,1
mtlD,1,1
smtA,1,1
garR_2,1,1
yeaD,1,1
mbtH,1,1
glpF_2,1,1
rcsC_1,1,1
tyrP,1,1
fumC,1,1
group_11658,1,1
rhaB,1,1
group_11660,1,1
yjhP,1,1
purH,1,1
potA_1,1,1
yqaB,1,1
group_11665,1,1
dmsB_7,1,1
group_11667,1,1
nth,1,1
tus,1,1
grpE,1,1
rlmD,1,1
mtnN,1,1
yajI,1,1
group_11673,1,1
mipA,1,1
wzxC,1,1
ung,1,1
cutC,1,1
yciN,1,1
leuB,1,1
pheA,1,1
bioB,1,1
arnD,1,1
ydjA,1,1
group_11683,1,1
sbcB,1,1
thiF_1,1,1
xseB,1,1
group_11687,1,1
cybB,1,1
ydiM,1,1
rhaD,1,1
pal,1,1
adhE_2,1,1
metQ_1,1,1
dadX,1,1
hcr,1,1
lpxH,1,1
gph,1,1
group_11698,1,1
tagE,1,1
group_1170,1,1
rihA,1,1
group_11701,1,1
araC_2,1,1
group_11703,1,1
group_11704,1,1
hpaC,1,1
relE,1,1
yehY,1,1
gmuD,1,1
slyX,1,1
dnaK_2,1,1
ulaE_1,1,1
group_11712,1,1
badR,1,1
ydhF,1,1
group_11715,1,1
group_11716,1,1
hisA,1,1
group_11718,1,1
rfaP,1,1
mioC_2,1,1
metH,1,1
yncA_1,1,1
astC,1,1
group_11724,1,1
baeR,1,1
bcsZ,1,1
ygaV,1,1
nadE,1,1
group_11729,1,1
yciE,1,1
cysE_2,1,1
group_11732,1,1
group_11733,1,1
group_11734,1,1
manA,1,1
fdoI,1,1
ygaD_1,1,1
rarD_2,1,1
ydcV_1,1,1
yahA,1,1
yhjV,1,1
trpS2,1,1
cpxP,1,1
group_11743,1,1
etfB_1,1,1
group_11745,1,1
malG,1,1
group_11747,1,1
tcyP_1,1,1
group_11749,1,1
slp,1,1
group_11750,1,1
group_11751,1,1
ldcA,1,1
group_11753,1,1
yhhX,1,1
fimC_1,1,1
argB,1,1
group_11757,1,1
yfgD,1,1
yidG,1,1
group_1176,1,1
dnaQ,1,1
group_11761,1,1
gluQ,1,1
flgE,1,1
ybbL,1,1
group_11766,1,1
sopB,1,1
phnW,1,1
arnF,1,1
yeaR_2,1,1
nrfG,1,1
group_11771,1,1
fes_2,1,1
group_11773,1,1
dmlR_6,1,1
bioF,1,1
yjbR_2,1,1
bioH,1,1
group_11778,1,1
yjjQ,1,1
group_1178,1,1
ycdY,1,1
pgpB,1,1
blc,1,1
yciH,1,1
idnD,1,1
bfd,1,1
oprM,1,1
group_11787,1,1
group_11788,1,1
group_11789,1,1
hybD_3,1,1
etfB_3,1,1
icaB,1,1
yecE,1,1
wrbA,1,1
group_11794,1,1
group_11795,1,1
tagA,1,1
bioC,1,1
garR_4,1,1
group_11799,1,1
besA,1,1
hyaA,1,1
group_11800,1,1
tilS,1,1
etfA_1,1,1
leuO_1,1,1
exoX,1,1
ligB,1,1
mdoC,1,1
hisM,1,1
fimA_5,1,1
cueO,1,1
ispE,1,1
group_11810,1,1
cobU,1,1
nadC,1,1
group_11813,1,1
rfbM,1,1
cbiL,1,1
group_11816,1,1
group_11817,1,1
group_11818,1,1
phoH,1,1
chaA,1,1
group_11820,1,1
yscN,1,1
rsmF,1,1
group_11823,1,1
nei,1,1
group_11825,1,1
prpC,1,1
yvoA_2,1,1
rfaY,1,1
group_11829,1,1
group_1183,1,1
ghrB,1,1
ubiF_2,1,1
group_11832,1,1
bepC_2,1,1
group_11834,1,1
carA,1,1
nfo,1,1
spy,1,1
aes_1,1,1
holC,1,1
narG,1,1
trpE,1,1
ydjH_1,1,1
group_11842,1,1
gntK_2,1,1
proP_3,1,1
group_11845,1,1
group_11846,1,1
group_11847,1,1
pdxB,1,1
group_11849,1,1
hyaD_2,1,1
group_11851,1,1
ascD_2,1,1
group_11853,1,1
trpR,1,1
orgA,1,1
yrdA_2,1,1
group_11857,1,1
pimB,1,1
yjjV,1,1
hcpC_3,1,1
ftnA_1,1,1
group_11861,1,1
group_11862,1,1
pilQ,1,1
higB,1,1
group_11865,1,1
group_11866,1,1
sufA,1,1
fimA_9,1,1
panC,1,1
oppB,1,1
ypdC,1,1
group_11871,1,1
fhuC,1,1
draG,1,1
group_11874,1,1
hpcH,1,1
dosC,1,1
chuR_4,1,1
group_11878,1,1
group_11879,1,1
ymiA,1,1
yafL,1,1
group_11881,1,1
kefF,1,1
yiaD,1,1
tusE,1,1
group_11885,1,1
etfA_3,1,1
yjjP,1,1
fimF_1,1,1
proX,1,1
pspF,1,1
hypF,1,1
hycA,1,1
lip-1_2,1,1
arnE,1,1
group_11894,1,1
group_11895,1,1
ybcL,1,1
rplW,1,1
yaeP,1,1
yciU,1,1
group_1190,1,1
gnl,1,1
yobA,1,1
group_11902,1,1
ddlA,1,1
aroD,1,1
yccT,1,1
pphB,1,1
wecF,1,1
cotSA,1,1
rpmI,1,1
ycjF,1,1
lrp_2,1,1
hpcD,1,1
prsF_1,1,1
group_11913,1,1
dgkA,1,1
truC,1,1
potH_1,1,1
group_11917,1,1
entS,1,1
pdxK,1,1
group_1192,1,1
group_11920,1,1
yihI,1,1
csrA,1,1
yebF,1,1
aroE,1,1
group_11925,1,1
treZ,1,1
group_11927,1,1
cmoA,1,1
yaeQ,1,1
ygdR_5,1,1
group_1195,1,1
group_1196,1,1
group_1197,1,1
pnbA,1,1
rpe_1,1,1
rimL,1,1
curA,1,1
group_1214,1,1
glgX_1,1,1
sotB,1,1
group_123,1,1
group_1231,1,1
ompN_1,1,1
rnfA,1,1
nqrB,1,1
gstA,1,1
mliC,1,1
slyA,1,1
group_1238,1,1
group_1239,1,1
group_1240,1,1
group_1241,1,1
ipgC,1,1
group_1244,1,1
invG_2,1,1
spiC,1,1
group_1247,1,1
ddhA,1,1
laaA,1,1
group_125,1,1
ydiN,1,1
fadK_1,1,1
chbA,1,1
astD,1,1
topB,1,1
group_126,1,1
group_1260,1,1
patB,1,1
group_1270,1,1
sdhA,1,1
dtpD,1,1
kdpB,1,1
group_1277,1,1
nagA,1,1
asnB,1,1
group_1281,1,1
garD_2,1,1
cobD,1,1
citC_1,1,1
citF_1,1,1
ahpF,1,1
group_1288,1,1
entA,1,1
entB,1,1
fepA_2,1,1
group_1295,1,1
bvgA,1,1
fimA_7,1,1
ybcJ,1,1
ybcI,1,1
ylbA,1,1
yjjL_1,1,1
allR,1,1
ybbM,1,1
cueR,1,1
copA,1,1
group_1308,1,1
ybaK,1,1
fsr,1,1
hemH,1,1
adk,1,1
htpG,1,1
recR,1,1
group_1315,1,1
acrA_1,1,1
tesB,1,1
yheI,1,1
group_1319,1,1
cyoA,1,1
hcpC_1,1,1
thiI,1,1
pgpA,1,1
ribH,1,1
queA_2,1,1
proY,1,1
araJ,1,1
aroL,1,1
iraP,1,1
hemB,1,1
prpR,1,1
rhtC_1,1,1
group_1333,1,1
group_1334,1,1
ail_2,1,1
soxS_2,1,1
napB,1,1
rcsB,1,1
cdgR,1,1
arnT,1,1
menC,1,1
menH,1,1
cheV,1,1
nuoM,1,1
nuoC,1,1
yfbT,1,1
argT,1,1
group_1360,1,1
yfcA,1,1
pgtC,1,1
group_1366,1,1
yfgF_2,1,1
ptsI_2,1,1
ydcR_2,1,1
cysM,1,1
group_138,1,1
narX_1,1,1
acrB_2,1,1
group_139,1,1
purC,1,1
glxK_3,1,1
group_1393,1,1
hda,1,1
purN,1,1
ppx,1,1
group_1398,1,1
rodZ,1,1
sopA_2,1,1
cysK_1,1,1
rlmN,1,1
iscS,1,1
group_1402,1,1
group_1403,1,1
group_1404,1,1
adiC_2,1,1
cadA,1,1
mltF,1,1
tadA,1,1
acpS,1,1
hcpD_1,1,1
era,1,1
lepB,1,1
lepA,1,1
nadB,1,1
grcA,1,1
ywrO,1,1
ydhR,1,1
fic,1,1
sbcC,1,1
nirC,1,1
group_1421,1,1
group_1422,1,1
group_1423,1,1
group_1424,1,1
nudE,1,1
group_1426,1,1
gldA_1,1,1
rhmT_1,1,1
glgA,1,1
adrA,1,1
speG_2,1,1
group_1431,1,1
group_1432,1,1
zntA,1,1
tsr_2,1,1
psf-1,1,1
phoC_1,1,1
yhjE,1,1
group_1439,1,1
bepE,1,1
hydN_2,1,1
sgbE,1,1
bglK,1,1
mtlR,1,1
group_1446,1,1
nodD2,1,1
group_1448,1,1
trmH,1,1
group_145,1,1
yicI_2,1,1
group_1451,1,1
agaC_2,1,1
group_1454,1,1
nudJ,1,1
purB,1,1
group_1458,1,1
sifA_2,1,1
ycgG_1,1,1
bhsA_3,1,1
thiK,1,1
ptsG_1,1,1
fabD,1,1
rluC,1,1
yceB,1,1
pyrC,1,1
yceJ,1,1
hpcB,1,1
sigE,1,1
rlmI,1,1
pyrD,1,1
group_1478,1,1
group_1479,1,1
group_1480,1,1
lpxK,1,1
ycaD,1,1
hcp,1,1
ltaE,1,1
ulaA_3,1,1
nfsA,1,1
ybjM,1,1
ybjJ,1,1
ybjI,1,1
mdfA,1,1
dacC,1,1
group_1495,1,1
ybiI,1,1
moaE,1,1
bioD1_2,1,1
group_1499,1,1
mglA,1,1
group_1504,1,1
cheA,1,1
otsB,1,1
group_1507,1,1
group_1508,1,1
sdiA,1,1
fer,1,1
amyS,1,1
group_1511,1,1
yedF,1,1
fliK,1,1
cbiO,1,1
dmsB_4,1,1
group_1521,1,1
ccmK2,1,1
rfbD_1,1,1
rfbB,1,1
gmm,1,1
kfoC,1,1
group_1528,1,1
alkA,1,1
ponA,1,1
thiM,1,1
mdtP,1,1
sdaA_1,1,1
serB_2,1,1
fruB_2,1,1
yejE,1,1
group_1538,1,1
sseA_2,1,1
group_1543,1,1
treB,1,1
treA_1,1,1
group_1546,1,1
pmbA,1,1
dgoT_1,1,1
qorB,1,1
qseE,1,1
ulaD,1,1
hflK,1,1
artJ_1,1,1
group_1554,1,1
fxsA,1,1
adiY_2,1,1
murR,1,1
group_1560,1,1
group_1561,1,1
group_1562,1,1
group_1563,1,1
nrfA,1,1
yjcC_2,1,1
apxIB_1,1,1
group_1568,1,1
uvrA,1,1
yhjX,1,1
group_1570,1,1
aphA,1,1
dus_2,1,1
mepA_2,1,1
malE,1,1
gfcB,1,1
group_1577,1,1
group_1578,1,1
aceK,1,1
eamB,1,1
yjaB_2,1,1
yrdA_1,1,1
folA,1,1
group_1583,1,1
yabI,1,1
thiQ,1,1
epsF,1,1
epsE,1,1
pilE1,1,1
group_1589,1,1
group_159,1,1
aceF,1,1
drrA,1,1
panB,1,1
group_1596,1,1
hemL,1,1
rpoS,1,1
malP_2,1,1
cdsA,1,1
group_1602,1,1
group_1603,1,1
group_1604,1,1
ycdT,1,1
rsmC,1,1
yncA_2,1,1
yjjG,1,1
group_1609,1,1
lplA,1,1
serB_1,1,1
yjjX,1,1
fimD_3,1,1
fimC_4,1,1
fimF_2,1,1
group_1616,1,1
group_1618,1,1
mog,1,1
btr_2,1,1
group_1620,1,1
group_1622,1,1
group_1623,1,1
fimC_2,1,1
mobB,1,1
aes_2,1,1
rhaM,1,1
zraR_1,1,1
rhaS_2,1,1
group_1632,1,1
iolC_3,1,1
lsrA,1,1
lsrF,1,1
group_1637,1,1
katG,1,1
group_1639,1,1
group_164,1,1
gldA_3,1,1
cptA,1,1
rhtB,1,1
group_1644,1,1
cyaY,1,1
group_1647,1,1
rmlA2,1,1
rhlB,1,1
dpaL,1,1
yifE,1,1
abgR_2,1,1
group_1658,1,1
group_1659,1,1
group_166,1,1
dinB,1,1
proB,1,1
proA,1,1
yfbT_2,1,1
azr,1,1
mdtL,1,1
mnmE,1,1
dgoD_3,1,1
torR,1,1
torD,1,1
zraS,1,1
outO,1,1
dmlR_9,1,1
gloB,1,1
rnfC_2,1,1
psrA,1,1
algC,1,1
yegT,1,1
lamB,1,1
group_183,1,1
yicJ_2,1,1
chiA_1,1,1
ldcC,1,1
yhhS_1,1,1
clcD_1,1,1
group_188,1,1
group_1880,1,1
tsr_1,1,1
benM_2,1,1
group_190,1,1
tonB,1,1
rbsK_4,1,1
group_192,1,1
gudP_3,1,1
group_2,1,1
glpD,1,1
thiH,1,1
maa,1,1
mpl,1,1
sxy,1,1
ushA,1,1
acrB_1,1,1
ftsN,1,1
pphA,1,1
fucI,1,1
group_251,1,1
norW_1,1,1
gabR,1,1
apxIB_2,1,1
yfiN,1,1
treA_2,1,1
group_266,1,1
ychM,1,1
narI,1,1
trpC,1,1
group_27,1,1
yhjH_2,1,1
ytbE_2,1,1
group_274,1,1
frmA,1,1
group_280,1,1
sseD,1,1
sseC,1,1
ytbE_1,1,1
group_285,1,1
pagP,1,1
entF,1,1
nfnB,1,1
soxS_3,1,1
fimA_6,1,1
purE,1,1
group_298,1,1
allC,1,1
icsA_2,1,1
ppiD,1,1
phnX,1,1
tetA_2,1,1
acs_1,1,1
prpD,1,1
napA,1,1
rhmT_2,1,1
pla,1,1
group_313,1,1
eae,1,1
hisS,1,1
pepB,1,1
pyrK,1,1
hcaT,1,1
qseG,1,1
pckA,1,1
group_328,1,1
group_329,1,1
chuR_3,1,1
ymfD,1,1
putP,1,1
putA,1,1
pepD_2,1,1
group_336,1,1
gadW,1,1
clpA,1,1
lysX,1,1
glnP,1,1
ybhL_2,1,1
gsiA_10,1,1
secA_2,1,1
cbiQ,1,1
pduL,1,1
yehR_1,1,1
mglC,1,1
cirA,1,1
group_353,1,1
pflA_2,1,1
aidB,1,1
mutL,1,1
nhaK,1,1
group_360,1,1
group_361,1,1
pepE,1,1
group_363,1,1
group_366,1,1
fimC_3,1,1
mobA,1,1
ywpJ_2,1,1
prn,1,1
yicI_3,1,1
yihS,1,1
group_372,1,1
afaD,1,1
pepD_1,1,1
group_38,1,1
arfA,1,1
dkgB,1,1
ydhP,1,1
caf1A,1,1
icsA_1,1,1
cadC,1,1
glpT_2,1,1
pipB2_2,1,1
ptsI_1,1,1
group_498,1,1
ptrA,1,1
group_50,1,1
papD_2,1,1
ygbM,1,1
dmlR_1,1,1
mutS,1,1
sicA,1,1
sptP,1,1
prgI,1,1
adiY_1,1,1
ftsK,1,1
yiaV,1,1
gabT,1,1
ppnK,1,1
ypjD,1,1
proQ,1,1
ycgL,1,1
group_527,1,1
appB_2,1,1
hyaE_2,1,1
group_530,1,1
gsiA_7,1,1
group_533,1,1
group_534,1,1
ycjX,1,1
tyrR_2,1,1
sinR_2,1,1
papC_2,1,1
uspE,1,1
tap,1,1
group_543,1,1
trg_3,1,1
yceI_1,1,1
group_547,1,1
maeA,1,1
treY,1,1
dcp,1,1
pntA,1,1
nfdA,1,1
ydgJ,1,1
sodC,1,1
group_566,1,1
prgK_2,1,1
group_568,1,1
group_569,1,1
group_570,1,1
ddhB,1,1
rbsK_1,1,1
group_573,1,1
ydiB,1,1
group_575,1,1
nudG,1,1
group_578,1,1
dmsA_1,1,1
ybgF,1,1
ifcA,1,1
group_588,1,1
leuO_4,1,1
ligA,1,1
ramA_3,1,1
group_591,1,1
citT,1,1
dmsD_3,1,1
ahpC,1,1
yusV_1,1,1
fepE,1,1
ybdK,1,1
group_599,1,1
yfgF_1,1,1
group_600,1,1
merA,1,1
fdrA,1,1
glxK_4,1,1
ybbY,1,1
ybbW,1,1
garR_3,1,1
group_608,1,1
gsk,1,1
priC,1,1
group_611,1,1
yjcC_1,1,1
amtB,1,1
tig,1,1
panE_1,1,1
group_616,1,1
ribD,1,1
secF,1,1
secD,1,1
glpR_4,1,1
tvaI,1,1
group_621,1,1
nanT_1,1,1
bepF,1,1
group_624,1,1
menE,1,1
group_630,1,1
nuoG,1,1
ulaC_3,1,1
hisJ,1,1
yfcJ_2,1,1
pgtB,1,1
oxyR_2,1,1
group_637,1,1
cysK_2,1,1
group_649,1,1
group_65,1,1
tmcA,1,1
nlpB,1,1
dapA,1,1
yhhT_2,1,1
purM,1,1
ppk,1,1
guaA,1,1
xseA,1,1
group_658,1,1
glyA,1,1
yjdL,1,1
panE_2,1,1
pdxJ,1,1
kgtP,1,1
argD,1,1
group_665,1,1
norW_2,1,1
igaA,1,1
malT,1,1
crl,1,1
glgB,1,1
ggt,1,1
livK,1,1
group_673,1,1
ybhF_1,1,1
yhjB_2,1,1
yhjD,1,1
bcsC,1,1
bcsB,1,1
tag,1,1
torZ,1,1
group_681,1,1
malS,1,1
group_686,1,1
gudP_2,1,1
tdh,1,1
group_689,1,1
group_690,1,1
group_691,1,1
nepI,1,1
deoR_1,1,1
gcvA_2,1,1
dsdX,1,1
group_697,1,1
lolC,1,1
group_7,1,1
fhuE,1,1
fabF,1,1
mviM,1,1
solA,1,1
moeZ,1,1
csgA,1,1
group_706,1,1
trxA_1,1,1
dsbD_2,1,1
btr_3,1,1
yedV,1,1
yccA,1,1
helD,1,1
group_713,1,1
aroA,1,1
group_715,1,1
ycaM,1,1
cydD,1,1
macB,1,1
group_719,1,1
iaaA,1,1
yheS_2,1,1
rhtA,1,1
dinG_1,1,1
ybhF_2,1,1
ybhL_1,1,1
moaD,1,1
hutG,1,1
tar,1,1
motB,1,1
otsA,1,1
uvrY,1,1
group_739,1,1
yvqK,1,1
wzzB,1,1
wcaJ_2,1,1
group_749,1,1
mdtC_2,1,1
mdtD,1,1
ydjH_2,1,1
bglX,1,1
group_757,1,1
adhC2,1,1
argF,1,1
group_760,1,1
mgtA,1,1
licR,1,1
group_763,1,1
pyrC_1,1,1
msrA,1,1
cpdB,1,1
cycA,1,1
kefA_1,1,1
bmrA,1,1
aspA,1,1
group_778,1,1
group_779,1,1
group_781,1,1
kefC,1,1
polB,1,1
cysW_3,1,1
sgrR_2,1,1
leuD1,1,1
leuO_3,1,1
ilvH,1,1
ligT,1,1
fhuB,1,1
yadS,1,1
btuF,1,1
rnhB,1,1
group_798,1,1
iadA,1,1
group_80,1,1
sad_1,1,1
yjiY,1,1
fhuF,1,1
group_803,1,1
pflA_1,1,1
creC,1,1
thrC,1,1
group_807,1,1
group_808,1,1
group_809,1,1
group_810,1,1
rihC,1,1
rdoA,1,1
dsbA,1,1
higA_2,1,1
group_817,1,1
yfkN,1,1
btuB,1,1
group_820,1,1
rhtC_2,1,1
group_822,1,1
ilvA,1,1
prfB_2,1,1
nemR,1,1
phoE,1,1
sgrR_3,1,1
torS,1,1
rna,1,1
thiE,1,1
hsrA,1,1
smf,1,1
group_854,1,1
ycgJ,1,1
group_856,1,1
leuO_2,1,1
rlmC,1,1
gntP,1,1
group_89,1,1
yadA,1,1
sphX,1,1
prlC,1,1
group_92,1,1
torC,1,1
group_927,1,1
mglB,1,1
group_942,1,1
yiaM_2,1,1
rtcB,1,1
mak,1,1
rplP,1,1
hflX,1,1
ygdR_2,1,1
group_9925,1,1
group_9926,1,1
yeeN,1,1
rplQ,1,1
group_9929,1,1
group_9930,1,1
mgsA,1,1
orgB,1,1
group_9933,1,1
rplE,1,1
group_9935,1,1
prs,1,1
panD,1,1
group_9938,1,1
clpX,1,1
rplL,1,1
rpmB,1,1
htpX,1,1
group_9943,1,1
grxD,1,1
group_9945,1,1
yhhK,1,1
feoA,1,1
rpsH,1,1
hha,1,1
kcsA,1,1
group_9950,1,1
groS,1,1
ccmL,1,1
hemA,1,1
fabA,1,1
atpF,1,1
pdhR_6,1,1
glnK,1,1
rpsR,1,1
rpsA,1,1
tatE,1,1
rplS,1,1
raiA,1,1
rpoH,1,1
gapA,1,1
gmk,1,1
ygdD,1,1
menB,1,1
group_9968,1,1
group_9969,1,1
flgC,1,1
tatC,1,1
uhpA,1,1
group_9973,1,1
tusA,1,1
rpsJ,1,1
nusB,1,1
rplF,1,1
group_9978,1,1
aroK,1,1
cheY,1,1
rseA,1,1
moaB,1,1
matP,1,1
engD,1,1
gpsA,1,1
yejL,1,1
cnu,1,1
nrdR,1,1
group_9989,1,1
group_9990,1,1
group_9991,1,1
smpA,1,1
iscA,1,1
group_9994,1,1
cyoD,1,1
hisH,1,1
ogt_1,1,1
rpsD,1,1
rpmJ2,1,1
group_1072,1,0.993197278911565
arcB,1,0.993197278911565
pbpD,1,0.993197278911565
group_1075,1,0.993197278911565
mlaB,1,0.993197278911565
ispB,1,0.993197278911565
hybO,1,0.993197278911565
hybB,1,0.993197278911565
hypC_1,1,0.993197278911565
uxuA,1,0.993197278911565
ramA_1,1,0.993197278911565
group_1098,1,0.993197278911565
yhjB_1,1,0.993197278911565
group_1100,1,0.993197278911565
yggU,1,0.993197278911565
yggR,1,0.993197278911565
group_1103,1,0.993197278911565
group_1104,1,0.993197278911565
cpo,1,0.993197278911565
ecfA1_2,1,0.993197278911565
group_1107,1,0.993197278911565
yqfB,1,0.993197278911565
group_1109,1,0.993197278911565
recJ,1,0.993197278911565
ail_1,1,0.993197278911565
group_1112,1,0.993197278911565
ygeA,1,0.993197278911565
galR,1,0.993197278911565
nrdI,1,0.993197278911565
exuT,1,0.993197278911565
ygfA,1,0.993197278911565
prsE_1,1,0.993197278911565
kduI,1,0.993197278911565
group_1171,1,0.993197278911565
rlmA,1,0.993197278911565
yobD,1,0.993197278911565
narH,1,0.993197278911565
yhbU_2,1,0.993197278911565
vanX,1,0.993197278911565
group_1208,1,0.993197278911565
narZ,1,0.993197278911565
narU,1,0.993197278911565
group_1212,1,0.993197278911565
smvA,1,0.993197278911565
group_1225,1,0.993197278911565
ygaD_2,1,0.993197278911565
group_1229,1,0.993197278911565
ynfM_2,1,0.993197278911565
group_1243,1,0.993197278911565
group_1253,1,0.993197278911565
group_1254,1,0.993197278911565
group_1261,1,0.993197278911565
group_1262,1,0.993197278911565
glnQ_1,1,0.993197278911565
dppB_2,1,0.993197278911565
appA_1,1,0.993197278911565
group_1266,1,0.993197278911565
group_1267,1,0.993197278911565
cynR_3,1,0.993197278911565
nadA,1,0.993197278911565
group_1275,1,0.993197278911565
dpiA,1,0.993197278911565
yjbR_1,1,0.993197278911565
group_1336,1,0.993197278911565
group_1337,1,0.993197278911565
sfaA,1,0.993197278911565
napD,1,0.993197278911565
eco,1,0.993197278911565
alkB,1,0.993197278911565
glpA,1,0.993197278911565
glpB,1,0.993197278911565
group_1349,1,0.993197278911565
nudI,1,0.993197278911565
sdcS_2,1,0.993197278911565
group_1361,1,0.993197278911565
group_1368,1,0.993197278911565
hcaR_2,1,0.993197278911565
cysA_1,1,0.993197278911565
cysW_2,1,0.993197278911565
fabG_2,1,0.993197278911565
yfeY,1,0.993197278911565
eutK,1,0.993197278911565
eutC,1,0.993197278911565
eutB,1,0.993197278911565
adhE_1,1,0.993197278911565
eutD,1,0.993197278911565
talA,1,0.993197278911565
tktB_1,1,0.993197278911565
yffB,1,0.993197278911565
group_1397,1,0.993197278911565
tusB,1,0.993197278911565
yiaH,0.991935483870968,1
ymdB,1,0.993197278911565
group_1472,1,0.993197278911565
group_1473,1,0.993197278911565
group_149,1,0.993197278911565
group_1494,0.991935483870968,1
group_1500,1,0.993197278911565
umuD_1,0.991935483870968,1
pduU,1,0.993197278911565
group_1535,1,0.993197278911565
yeiU,1,0.993197278911565
group_1558,1,0.993197278911565
uppS,1,0.993197278911565
group_1617,0.991935483870968,1
sdcS_3,1,0.993197278911565
group_1687,1,0.993197278911565
yhdJ,1,0.993197278911565
envR,1,0.993197278911565
fliY_2,1,0.993197278911565
dcm_2,0.991935483870968,1
yedR,0.991935483870968,1
setB,1,0.993197278911565
dcuA_2,1,0.993197278911565
araE,1,0.993197278911565
yddE,1,0.993197278911565
amiA,1,0.993197278911565
degS_2,1,0.993197278911565
degQ,1,0.993197278911565
yhcB,1,0.993197278911565
yhcM,1,0.993197278911565
rplM,1,0.993197278911565
rpsI,1,0.993197278911565
sspA_2,1,0.993197278911565
sspB,1,0.993197278911565
lutR_2,1,0.993197278911565
nanA,1,0.993197278911565
group_244,1,0.993197278911565
nanT_3,1,0.993197278911565
nanE2,1,0.993197278911565
nanK,1,0.993197278911565
group_2443,1,0.993197278911565
codA,1,0.993197278911565
gltD_2,1,0.993197278911565
gltB,1,0.993197278911565
group_2447,1,0.993197278911565
ptsO,1,0.993197278911565
speC_1,1,0.993197278911565
yhbJ,1,0.993197278911565
ptsN,1,0.993197278911565
yhbH,1,0.993197278911565
group_2453,1,0.993197278911565
lptB_2,1,0.993197278911565
lptA,1,0.993197278911565
lptC,1,0.993197278911565
kdsC,1,0.993197278911565
kdsD,1,0.993197278911565
yrbG,1,0.993197278911565
group_246,1,0.993197278911565
mlaF,1,0.993197278911565
mlaE,1,0.993197278911565
mlaD,1,0.993197278911565
mlaC,1,0.993197278911565
yrbA,1,0.993197278911565
murA,1,0.993197278911565
rplU,1,0.993197278911565
rpmA,1,0.993197278911565
yhbE,1,0.993197278911565
obg,1,0.993197278911565
dacB,1,0.993197278911565
yhbY,1,0.993197278911565
rlmE,1,0.993197278911565
folP,1,0.993197278911565
glmM_2,1,0.993197278911565
secG,1,0.993197278911565
group_249,1,0.993197278911565
group_2577,1,0.993197278911565
group_2578,1,0.993197278911565
fdnH_1,1,0.993197278911565
hybC,1,0.993197278911565
hybD_1,1,0.993197278911565
hybE,1,0.993197278911565
hypA_1,1,0.993197278911565
group_2584,1,0.993197278911565
yghU,1,0.993197278911565
gsp_2,1,0.993197278911565
bdlA,1,0.993197278911565
uxaC,1,0.993197278911565
por_1,1,0.993197278911565
group_2590,1,0.993197278911565
hcp1,1,0.993197278911565
iraD,1,0.993197278911565
feaB,1,0.993197278911565
puuB,1,0.993197278911565
group_2595,1,0.993197278911565
steT,1,0.993197278911565
group_2604,1,0.993197278911565
emtA_1,1,0.993197278911565
mutY,1,0.993197278911565
trmB,1,0.993197278911565
group_2608,1,0.993197278911565
group_2609,1,0.993197278911565
ansB_1,1,0.993197278911565
hemN_1,1,0.993197278911565
rdgB,1,0.993197278911565
group_2613,1,0.993197278911565
yggS,1,0.993197278911565
yqgF,1,0.993197278911565
yqgE,1,0.993197278911565
gshB,1,0.993197278911565
rsmE,1,0.993197278911565
endA,1,0.993197278911565
group_2620,1,0.993197278911565
galP,1,0.993197278911565
metK,1,0.993197278911565
speA,1,0.993197278911565
group_2624,1,0.993197278911565
pdhR_1,1,0.993197278911565
mtlK,1,0.993197278911565
gutB_1,1,0.993197278911565
speB,1,0.993197278911565
yggG_1,1,0.993197278911565
tktA_1,1,0.993197278911565
group_2636,1,0.993197278911565
group_2637,1,0.993197278911565
epd,1,0.993197278911565
pgk,1,0.993197278911565
yoaE_2,1,0.993197278911565
fbaA,1,0.993197278911565
mscS_1,1,0.993197278911565
argO,1,0.993197278911565
iciA,1,0.993197278911565
rpiA,1,0.993197278911565
zapA,1,0.993197278911565
